name,dob,tel
Betty Nalugo,1970-11-03,+256710034042
Hassan Ssebunya,1986-12-23,+256716988077
Mary Kyeyune,1967-05-01,+256774325084
Babirye Nabirye,1981-08-18,+256719773123
Winnie Nalubega,1987-03-22,+256709673111
Wasswa Okot,1979-02-05,+256725066277
Nabukeera Atim,1990-03-09,+256318660068
Betty Nankunda,2003-04-27,+256724046252
Naomi Okot,2001-02-17,+256759387990
Andrew Muwonge,1970-11-08,+256700948015
Rachel Mukasa,1975-06-26,+256312466780
Joan Achieng,1962-10-06,+256761590594
Samuel Kato,1996-06-09,+256792741808
Hellen Nakato,1996-09-13,+256789592394
Susan Nalwoga,1973-04-24,+256316809306
Ronald Akello,1979-04-16,+256797220540
Winnie Ssebunya,1996-10-08,+256396056694
Samuel Nankunda,1971-12-26,+256756753014
Nakato Okello,1976-12-12,+256710019526
Amina Okumu,1961-11-24,+256317925331
Okello Mukasa,2003-09-23,+256780782542
Diana Adoch,2005-12-11,+256791019563
Samuel Okumu,1980-03-02,+256777292109
Betty Kintu,1963-02-24,+256720613785
Mark Odongo,2005-04-08,+256398637743
James Ocen,1999-01-16,+256759963448
Emmanuel Auma,1996-09-22,+256785108132
Joyce Nankya,1991-03-09,+256312952830
Okello Kigozi,1984-02-19,+256707965351
Peter Auma,1971-12-14,+256766626456
Simon Nalubega,1984-10-10,+256777900241
Joan Nabirye,1969-03-27,+256718553548
Moses Okot,2002-10-05,+256789831099
Amina Mugisha,1977-05-22,+256395872444
Samuel Namukasa,1973-05-19,+256755600978
Timothy Nabukeera,1995-08-20,+256703118928
David Akello,1971-03-20,+256393787760
Rebecca Kato,1993-04-21,+256774289751
Mark Okello,1962-12-17,+256783735959
Tasha Mugisha,1994-03-10,+256784327018
Francis Kizza,2006-03-13,+256745620558
Lydia Ochieng,1984-05-19,+256762460174
Ruth Nalukenge,1993-01-08,+256786706055
Rachel Kintu,1977-12-14,+256712099574
Hellen Nalwoga,1965-07-19,+256789642803
Simon Nankya,1978-09-27,+256763522233
Betty Kizza,1980-09-06,+256742281751
Irene Ochieng,1991-11-05,+256744326373
Tasha Ssempijja,1980-09-17,+256772673296
Namukasa Ssekandi,2004-08-12,+256782345670
Joseph Asiimwe,1978-08-26,+256312964766
Lilian Ssekandi,2002-04-21,+256710592991
Emmanuel Nalubowa,1988-01-03,+256700115857
Mary Mugisha,1978-05-04,+256723483223
Moses Wanyama,1977-02-21,+256780186907
Naomi Tumusiime,2006-03-03,+256743299288
Moses Nalubega,1995-10-06,+256748948550
Irene Nalubega,2003-09-05,+256311383944
Moses Lubega,1979-08-29,+256790212086
Hellen Ssempijja,1993-05-06,+256781694962
Andrew Nankya,1994-08-06,+256311907096
Namukasa Kirabo,1994-08-23,+256790277872
Babirye Kintu,1991-12-27,+256756199669
Richard Nalubowa,1972-12-04,+256755074298
Betty Nankunda,1979-12-16,+256716168128
Timothy Kigozi,1962-09-13,+256782639760
Patience Ochieng,2000-05-25,+256763460445
Diana Ssempijja,1992-07-14,+256747191998
Mary Namukasa,1979-02-22,+256393425542
Caroline Ssekandi,2000-12-24,+256319599354
Nabukeera Ocen,2006-06-17,+256397864304
Francis Nalubowa,1993-05-26,+256743543799
Joan Byaruhanga,2005-09-26,+256703993355
Akello Ocen,1997-09-25,+256769758537
Tasha Achieng,1962-09-05,+256766086861
Amina Opio,1999-02-08,+256725563690
Simon Adoch,1963-04-21,+256778791397
Lilian Namutebi,2004-05-03,+256777679647
Francis Namutebi,1998-06-13,+256777902593
Faith Okumu,1992-02-25,+256742387832
Kato Okello,1980-09-25,+256391493623
Joseph Namutebi,1973-02-25,+256795619513
Joan Ochieng,1969-04-03,+256786394361
George Opio,1981-09-17,+256765913459
Nancy Akello,1997-03-13,+256317411607
Joyce Asiimwe,1985-12-05,+256744314614
Faith Nalugo,1991-03-17,+256703373270
Susan Nalubega,1999-01-25,+256764798227
Julie Ssebunya,2002-02-27,+256316174035
Betty Akello,1962-10-23,+256708615900
Ruth Achieng,1961-05-29,+256702510157
Ruth Lubega,1978-04-21,+256312457381
Lilian Ocen,1975-01-18,+256776308956
Michael Lubega,1978-05-19,+256766551864
Nalubega Akello,1985-07-29,+256722852325
Moses Nalugo,1979-03-08,+256797583596
Timothy Nankunda,1995-02-12,+256391095751
Hellen Tumusiime,1962-12-29,+256701611253
Paul Muwonge,2006-08-06,+256390174089
Richard Nalwoga,1999-09-08,+256776649320
Susan Namutebi,1987-04-17,+256742587917
Kato Nalugo,1977-09-26,+256789355319
Charles Bbosa,1992-07-27,+256317868993
Francis Nalukenge,1998-08-23,+256314687439
Isaac Wanyama,2004-06-19,+256700389380
Nancy Kintu,1992-10-23,+256716959753
Grace Okello,1985-08-14,+256319382274
Akello Mukasa,1984-05-23,+256768234969
Ssekandi Nalugo,1986-12-05,+256777303609
Apio Akello,1980-12-22,+256758283877
Tasha Muwonge,1965-02-09,+256797390027
Charles Nalugo,1962-09-09,+256762193922
Sarah Kizza,1990-12-06,+256315565925
Julie Auma,1987-03-06,+256719279911
Francis Okumu,2005-01-28,+256787424633
Moses Mukasa,1983-09-08,+256747466877
Isaac Opio,2005-08-01,+256760728065
Charles Mugisha,1995-06-11,+256763595723
David Ochieng,1981-07-04,+256725425250
Wasswa Nalugo,1994-12-25,+256708581612
Okello Nabunya,1974-11-02,+256756598164
Paul Ssekandi,1992-02-23,+256753729429
Simon Nabunya,1989-08-08,+256758864908
Joseph Byaruhanga,1991-11-28,+256721880692
Akello Mukasa,2005-04-02,+256770540118
Amina Ssempijja,1964-01-14,+256781065314
Wasswa Namutebi,1997-08-23,+256745538452
Sarah Kizza,1960-01-23,+256394877764
Okello Nakato,1979-01-05,+256759855028
Mary Auma,1984-10-11,+256786750500
Ruth Okumu,1970-12-28,+256787219447
Timothy Achieng,1976-09-16,+256311374365
Okello Asiimwe,1963-12-21,+256721942673
Akello Ocen,1996-05-04,+256749639398
Faith Nankya,2005-02-05,+256765891283
Namukasa Adoch,1963-12-26,+256719446058
Hassan Otim,2006-10-02,+256705078428
Kevin Akello,1993-06-12,+256393718013
Susan Kintu,1995-12-26,+256729123585
Akello Ssekandi,2006-04-04,+256701684720
Ruth Okello,1962-04-29,+256765295785
Rachel Nalukenge,1977-04-25,+256729833477
Grace Nalwoga,1966-02-25,+256790193973
Okello Bbosa,2001-10-11,+256724937590
Francis Nalubega,1964-11-30,+256719092868
Isaac Kigozi,1970-05-26,+256771520290
Kenneth Nalubega,1963-03-31,+256746730547
Hassan Nalugo,1968-07-06,+256765637865
Lilian Nalugo,1996-12-10,+256319950828
Francis Nabirye,1998-11-08,+256797348792
Esther Nalukenge,1960-09-12,+256318262026
Lydia Namutebi,1973-03-29,+256790192403
Patience Kato,1992-10-20,+256393422677
Nabukeera Nalubowa,1969-02-05,+256708227474
Francis Ochieng,1979-09-27,+256397089455
Esther Wanyama,1985-01-25,+256742357151
Joan Namukasa,1963-10-11,+256395922598
Caroline Nankunda,1964-09-05,+256394449090
Wasswa Ocen,1966-07-21,+256748019517
Ronald Ssempijja,1991-04-16,+256788321947
Patience Auma,1982-11-13,+256772592071
Sarah Opio,1969-07-12,+256790115847
Namukasa Nankya,1971-10-12,+256713041928
Nabukeera Nakato,1994-11-02,+256703851254
Nalubega Ssebunya,1998-07-08,+256396217607
Naomi Achieng,1975-01-27,+256768227322
Faith Kizza,1964-04-24,+256711977692
Emmanuel Achieng,1970-11-23,+256311064889
Wasswa Nankunda,1980-08-20,+256312210560
Julie Nakato,1976-05-03,+256313718703
Hellen Nabirye,2004-06-08,+256765992439
David Kizza,1973-07-07,+256392275964
Apio Kigozi,1990-07-30,+256741929750
Faith Nankunda,2005-04-18,+256397222168
Babirye Nalwoga,1994-09-17,+256391769249
George Opio,1964-05-05,+256311807534
Brian Bbosa,1974-08-25,+256756028224
James Nakato,1979-06-25,+256711092233
Diana Tumusiime,1996-04-30,+256770098746
Nalubega Nalubowa,1961-03-12,+256751731721
Ruth Nankya,1963-10-24,+256754280015
Oliver Walusimbi,2004-10-25,+256791264611
Caroline Muwonge,1981-03-07,+256714305945
George Otim,1983-08-26,+256757127835
Kato Bbosa,1962-09-04,+256759496560
Hellen Ocen,1989-10-27,+256770193858
Susan Namukasa,2000-12-22,+256790582698
Simon Kizza,1979-10-11,+256755712311
Nabukeera Bbosa,1963-08-24,+256319166769
James Nabunya,1984-08-06,+256784326702
James Nankunda,1961-06-10,+256715117874
Winnie Kirabo,1999-10-01,+256756024475
Peter Wanyama,1985-10-21,+256773005497
Samuel Kyeyune,1967-09-05,+256786815515
Julie Mugisha,1968-08-02,+256395794791
Betty Namukasa,1995-12-18,+256774793100
Nancy Ocen,1993-09-02,+256717875446
Hellen Okello,1972-02-02,+256795371540
Irene Nabunya,2000-01-05,+256316499837
Hassan Kyeyune,1994-09-18,+256771422747
Simon Kizza,1960-09-15,+256729062100
Isaac Ssempijja,1971-06-09,+256745174789
Kato Muwonge,1997-01-21,+256756711232
Hassan Opio,1993-02-26,+256780771295
Nakato Okot,2004-01-21,+256772640755
Caroline Kato,1965-08-23,+256314955190
Nalubega Namukasa,1978-07-04,+256768342308
Peter Ochieng,1984-07-15,+256712474935
Rachel Ochieng,1990-08-23,+256723407101
Amina Ssempijja,1988-10-19,+256770567849
Isaac Kyeyune,1965-08-10,+256795182478
Grace Nalubega,1965-01-27,+256783015751
Amina Adoch,1992-04-17,+256762519917
Julie Achieng,1976-11-26,+256745544164
Moses Nalubega,1997-02-11,+256718640862
Joyce Walusimbi,1980-08-17,+256705526199
Mark Ochieng,1971-05-20,+256752506745
Isaac Achieng,1973-03-06,+256710111211
Nabukeera Nambi,1980-04-17,+256394544401
Nabukeera Nalubowa,1966-09-27,+256714650035
Okello Atim,2003-07-22,+256750519571
Mary Nalubowa,1977-08-28,+256793732016
Kato Nalukenge,1973-07-23,+256317811073
Samuel Ochieng,1968-09-02,+256750757196
Mugisha Ssempijja,1973-03-18,+256717165282
Kevin Okot,2006-05-21,+256741555743
Grace Kirabo,1961-05-22,+256718426327
Sarah Ochieng,1987-11-17,+256709510367
Rebecca Lubega,2006-08-04,+256726851813
Okello Akello,1989-10-30,+256397301766
Andrew Auma,1985-04-27,+256768454622
Susan Akello,1986-12-17,+256762139037
Nalubega Atim,1972-11-21,+256798769089
Akello Adoch,1973-05-17,+256748287783
Nancy Nabukeera,1971-07-04,+256765214633
Julie Otim,1970-06-22,+256315401085
Diana Ocen,1976-09-26,+256717817194
Rachel Mugisha,1982-05-21,+256790423495
Ronald Ssekandi,1976-09-30,+256755644013
Joan Okello,1983-07-04,+256797914267
Andrew Kizza,1994-01-23,+256786655691
Emmanuel Namukasa,2004-06-02,+256770742572
Patience Nalubowa,2004-11-27,+256755384696
Richard Nankunda,1971-08-10,+256781325910
Peter Akello,1966-06-25,+256707929550
Patience Kyeyune,1992-04-15,+256313609586
Grace Nalubega,1972-03-23,+256393180661
Grace Nankunda,1963-02-03,+256772154103
Patience Achieng,1983-01-18,+256784958242
Amina Adoch,1970-12-04,+256753688768
Francis Odongo,1985-09-02,+256706504354
Hellen Nabunya,1994-04-07,+256762388012
Patience Lubega,1987-12-24,+256755914425
Kevin Ssebunya,2002-12-16,+256753434995
Naomi Nalubega,1980-05-06,+256712054904
Kato Odongo,2000-06-14,+256744077516
Nakato Walusimbi,2001-12-06,+256727250039
Brian Mugisha,1978-06-25,+256701547444
Lilian Kigozi,1987-01-19,+256315075855
Ronald Kintu,1991-12-07,+256398327109
Kenneth Ssebunya,2006-12-18,+256796934958
Nakato Nalukenge,2005-11-28,+256791548877
Nalubega Kintu,1971-09-27,+256770900724
George Okumu,1973-10-07,+256716146434
Kevin Lubega,1999-03-20,+256784280320
Irene Okot,1985-11-17,+256748639747
Nalubega Akello,1979-03-27,+256390755582
Joan Nabukeera,1980-07-21,+256712687342
Mary Muwonge,1963-09-04,+256395393757
Nancy Auma,1978-07-19,+256780231191
Paul Ssempijja,1979-08-03,+256311973996
Winnie Namutebi,2001-04-02,+256779321011
Mary Okello,2001-03-07,+256788327698
Simon Kyeyune,1996-11-18,+256703710785
Amina Okello,2000-04-22,+256766748076
Joan Muwonge,1973-11-15,+256772336223
Apio Ocen,1971-05-26,+256713036431
Nakato Akello,2005-03-01,+256719748040
Joan Nalukenge,1983-06-20,+256779012468
Timothy Nambi,1979-05-02,+256782242498
Julie Okello,1986-11-09,+256393455946
Nakato Kizza,1974-11-25,+256769835299
Namukasa Opio,1995-12-19,+256310615455
Caroline Odongo,1991-08-10,+256316662108
Joseph Wanyama,1982-08-22,+256741585459
Kevin Asiimwe,2006-09-29,+256314439652
Kato Muwonge,1968-03-19,+256759701895
Michael Namutebi,1998-11-05,+256718738492
James Nambi,1976-04-07,+256761645475
Wasswa Kyeyune,1981-01-31,+256710488037
Naomi Achieng,2002-07-05,+256789350450
Faith Kintu,1980-03-25,+256705149426
Kenneth Ssempijja,1968-07-04,+256774234909
Richard Asiimwe,1991-05-14,+256716891572
Okello Adoch,1993-05-25,+256769269157
Joan Ssebunya,1982-02-19,+256394328672
Samuel Wanyama,1969-05-14,+256789626905
Julie Nalubowa,1995-05-03,+256746880557
Betty Nabukeera,2003-11-10,+256769667041
Timothy Ssempijja,2004-03-04,+256777737920
Ronald Nalugo,1978-10-21,+256788189227
Timothy Ssebunya,1978-09-19,+256769378453
Betty Nambi,1966-07-19,+256751498185
Lilian Muwonge,1962-02-08,+256395805688
Okello Namutebi,1976-01-27,+256799133853
Babirye Namukasa,1977-03-23,+256778244136
Naomi Okot,1996-06-05,+256740217869
Wasswa Nalwoga,1962-12-22,+256716095488
Francis Ssekandi,1969-07-14,+256711258222
Diana Okello,1987-08-13,+256765166514
Ruth Wanyama,1997-01-09,+256753077422
Joyce Kato,1966-09-10,+256758378396
Isaac Okello,1967-10-22,+256759815108
Nalubega Opio,1968-09-21,+256708800899
Akello Lubega,1961-08-30,+256774195801
Ssekandi Achieng,1990-09-27,+256759574535
Diana Nankunda,1962-05-26,+256783760977
Joyce Nalugo,1994-03-04,+256777620033
Sarah Auma,1976-04-13,+256783878329
Naomi Opio,1970-08-08,+256709798453
Samuel Wanyama,2001-02-04,+256703040458
Paul Ssekandi,1975-07-24,+256727253602
Charles Kyeyune,1999-05-15,+256706104111
Nabukeera Nalubega,2002-01-27,+256724478801
Ronald Ocen,1999-10-29,+256716107511
Joan Okot,2001-11-20,+256393279429
Hassan Ocen,1990-02-10,+256701988854
Nakato Lubega,2004-10-11,+256751608514
Richard Nankya,1960-05-30,+256743068339
Charles Asiimwe,1996-06-13,+256397113716
Oliver Atim,1997-09-08,+256799258081
Mugisha Ssempijja,1990-10-10,+256710586085
Julie Bbosa,2004-12-10,+256317957144
Wasswa Okumu,1986-04-26,+256778033759
Babirye Nankya,1984-07-25,+256743263962
David Kato,1994-05-01,+256758324589
Betty Opio,2004-03-17,+256742522969
Kato Bbosa,1995-04-28,+256317118523
Diana Auma,1994-09-28,+256755616655
Akello Okumu,1983-10-13,+256774350046
Rebecca Bbosa,1981-05-28,+256781313769
Nabukeera Nambi,1988-09-06,+256757438219
Patience Adoch,1971-08-21,+256310605303
Tasha Nalubega,1981-08-26,+256750394564
Joan Nabunya,1960-07-01,+256788307322
Naomi Ssempijja,1995-09-27,+256794578395
Lydia Walusimbi,1983-03-18,+256763808271
Mark Auma,1991-05-07,+256760452742
Wasswa Mugisha,2003-03-31,+256759294001
Ronald Ssekandi,1979-05-16,+256790122329
Ronald Opio,1976-11-28,+256748953630
Mark Nankya,1994-01-26,+256722027788
Caroline Nalubowa,1984-10-27,+256758805717
Lilian Lubega,1978-10-02,+256707964456
Francis Bbosa,1960-02-12,+256704610990
Joseph Kintu,1983-02-08,+256773664536
Grace Mugisha,1972-08-30,+256705271838
Diana Ssekandi,2000-07-18,+256776055973
Timothy Akello,1978-02-17,+256319754707
Winnie Odongo,1998-04-24,+256756619755
Wasswa Kizza,1963-05-08,+256756611828
Babirye Namukasa,2003-07-29,+256743664320
Joyce Nalukenge,1983-09-22,+256749569326
Isaac Ochieng,1964-10-25,+256715631680
Akello Ssebunya,1964-10-14,+256394759312
Joseph Adoch,2003-11-22,+256710354809
Andrew Atim,1969-11-19,+256770753643
Hassan Opio,1986-10-29,+256315501214
Hellen Lubega,2002-09-07,+256794401851
Julie Ssempijja,1977-08-11,+256397874095
Timothy Achieng,1983-08-25,+256740364534
Kato Otim,2000-02-13,+256753606478
Moses Kintu,2002-06-10,+256316227782
Kevin Asiimwe,1962-01-21,+256799899263
Susan Mugisha,1976-08-29,+256763077335
Richard Opio,2002-03-14,+256780486427
Samuel Nalukenge,1965-06-04,+256767259722
Kenneth Nalubowa,1970-09-28,+256781429359
Mark Opio,1968-07-05,+256723059047
Hassan Namukasa,1976-10-30,+256749562767
Mary Nalubega,2006-09-25,+256787746388
Oliver Akello,1982-04-16,+256751718893
Mugisha Nabirye,2000-01-02,+256786899226
Nabukeera Nalubowa,2005-04-22,+256705611410
Hellen Ssebunya,1964-01-10,+256708208736
Babirye Kirabo,1992-08-06,+256316785754
Akello Kizza,1983-12-25,+256710502686
Caroline Lubega,1978-05-22,+256708320794
Victoria Ssempijja,1984-02-15,+256795056497
Okello Okello,1980-06-15,+256793292993
Nakato Bbosa,2001-06-27,+256758682957
Mugisha Asiimwe,1985-07-18,+256747262177
Wasswa Kigozi,1983-07-14,+256310121448
Andrew Nabukeera,2006-02-13,+256392169230
Julie Tumusiime,2000-07-09,+256700165941
Mark Nankunda,1994-12-26,+256798490111
Ruth Achieng,1998-05-26,+256754122237
Peter Walusimbi,2005-02-01,+256788711693
Moses Mugisha,1988-04-19,+256754380404
Brian Wanyama,1976-09-14,+256393617370
Winnie Adoch,1993-05-08,+256310564961
Babirye Kintu,1990-09-15,+256770085209
Joyce Walusimbi,1964-11-07,+256727102223
Joan Akello,1963-05-22,+256716066692
Sarah Wanyama,1979-08-23,+256726747887
Nabukeera Mukasa,1992-02-20,+256702770463
Mary Okello,1981-12-18,+256775916052
Isaac Kirabo,1970-07-11,+256707384774
Okello Nakato,1976-02-24,+256764616729
Kevin Kato,1962-04-23,+256317766361
Wasswa Adoch,1992-01-20,+256712448961
Faith Otim,1960-05-23,+256741567293
Irene Wanyama,1967-01-12,+256704902406
Irene Nalubowa,1963-07-01,+256318920446
Irene Nakato,1986-12-31,+256778676821
Apio Nalubowa,1962-12-02,+256792087855
Nabukeera Nakato,1991-02-04,+256393984820
Nancy Kintu,2000-03-20,+256758903444
Rebecca Auma,2003-07-20,+256748660487
Kato Akello,1973-06-28,+256397500604
Kenneth Ocen,1989-05-16,+256755528230
Nakato Byaruhanga,1993-08-14,+256748829290
Joan Okot,1973-01-14,+256718988965
Samuel Nabirye,1972-05-21,+256313150658
Babirye Namukasa,1991-11-07,+256774605141
Rachel Nabukeera,1992-07-04,+256718463153
Naomi Nankya,1967-02-10,+256767835596
Hellen Mugisha,1981-11-10,+256765678211
Hassan Nalugo,1997-12-20,+256708611778
Babirye Namutebi,1983-06-27,+256395508711
Sarah Byaruhanga,1990-05-17,+256797608176
Charles Muwonge,1985-04-10,+256704935373
Kato Kintu,1989-03-09,+256391931538
George Namukasa,1982-11-26,+256708563443
Patience Kigozi,1963-09-07,+256756832049
Brian Auma,1997-01-18,+256745577353
Rebecca Bbosa,1978-11-14,+256396058451
Charles Nabirye,1966-12-24,+256765580794
Samuel Kintu,1972-01-12,+256708519295
Victoria Auma,1989-07-31,+256312559253
Tasha Auma,2004-07-22,+256757499887
Ronald Nalugo,1976-02-21,+256784555171
Kato Kintu,1970-07-16,+256764762579
Charles Auma,1973-04-24,+256723637721
Okello Mukasa,2003-04-16,+256759844780
Joyce Mugisha,1961-07-11,+256397884237
Patience Kigozi,1989-09-09,+256781042271
Faith Namutebi,1997-04-29,+256764768227
Mugisha Byaruhanga,1999-02-24,+256784448505
Julie Ocen,1990-08-02,+256772224186
Hassan Ochieng,1989-08-05,+256778196994
Lilian Asiimwe,1962-09-05,+256769833518
Timothy Auma,1983-08-22,+256727556510
Sarah Namutebi,1971-02-12,+256390349328
Betty Ochieng,2003-04-21,+256722567643
Julie Ssebunya,1985-05-23,+256776047294
Oliver Adoch,1978-02-12,+256761898773
Betty Adoch,1964-06-07,+256751731726
Nancy Nalubega,1990-03-06,+256705687221
Apio Kigozi,1991-09-08,+256794037598
Kato Nalubega,1999-01-14,+256765640699
Timothy Muwonge,1979-04-05,+256722064034
Apio Nankunda,2003-05-23,+256746258099
Charles Nakato,1991-12-13,+256776958538
Okello Okumu,1968-03-22,+256705058703
Susan Kintu,1964-07-23,+256708434612
Francis Nalukenge,1967-12-19,+256753370929
Naomi Nalukenge,1988-10-20,+256765530256
Kenneth Kintu,2000-12-24,+256721568497
Lilian Opio,1994-06-04,+256393884153
Wasswa Ssebunya,1997-09-13,+256704069646
George Ssempijja,2005-05-30,+256708783076
Lydia Ocen,1962-03-11,+256795876398
Ronald Nalubega,1977-08-31,+256710560559
Francis Byaruhanga,1993-02-21,+256391313301
Caroline Kato,1996-05-31,+256742906007
Caroline Walusimbi,1977-01-12,+256750813486
Patience Akello,1998-11-19,+256313982314
Hellen Mugisha,1976-08-04,+256748384820
Emmanuel Muwonge,2000-02-25,+256703962847
Nalubega Kirabo,1965-08-19,+256792844739
Joyce Akello,1986-08-29,+256798930441
Diana Byaruhanga,1996-12-24,+256757546302
Simon Mukasa,1984-06-27,+256787252403
Emmanuel Ssekandi,1986-10-27,+256720132575
Joseph Kigozi,1976-09-19,+256791555332
Nancy Nalukenge,1984-12-12,+256777297498
Paul Odongo,1962-09-09,+256726929467
Lydia Muwonge,1977-06-01,+256757769529
Samuel Okot,1998-12-11,+256312792630
Victoria Nabunya,1989-05-11,+256774020120
